id,url,image_url,photographer,description,url_slug,rich_annotation,text_surrogate,vision_labels,super_surrogate,processed_text
1616403,https://www.pexels.com/photo/pink-and-purple-wallpaper-1616403/,https://images.pexels.com/photos/1616403/pexels-photo-1616403.jpeg?auto=compress&cs=tinysrgb&h=350,Zaksheuskaya,art,pink and purple wallpaper 1616403,art Zaksheuskaya pink and purple wallpaper 1616403,art zaksheuskaya pink and purple wallpaper 1616403 https://images.pexels.com/photos/1616403/pexels-photo-1616403.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/pink-and-purple-wallpaper-1616403/,,art zaksheuskaya pink and purple wallpaper 1616403,art zaksheuskaya pink purpl wallpap
587958,https://www.pexels.com/photo/pink-and-blue-watercolor-painting-587958/,https://images.pexels.com/photos/587958/pexels-photo-587958.jpeg?auto=compress&cs=tinysrgb&h=350,Lum3n,art,pink and blue watercolor painting 587958,art Lum3n pink and blue watercolor painting 587958,art lum3n pink and blue watercolor painting 587958 https://images.pexels.com/photos/587958/pexels-photo-587958.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/pink-and-blue-watercolor-painting-587958/,,art lum3n pink and blue watercolor painting 587958,art lumn pink blue watercolor paint
1037993,https://www.pexels.com/photo/gray-double-bell-clock-1037993/,https://images.pexels.com/photos/1037993/pexels-photo-1037993.jpeg?auto=compress&cs=tinysrgb&h=350,Moose Photos,art,gray double bell clock 1037993,art Moose Photos gray double bell clock 1037993,art moose photos gray double bell clock 1037993 https://images.pexels.com/photos/1037993/pexels-photo-1037993.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/gray-double-bell-clock-1037993/,,art moose photos gray double bell clock 1037993,art moos photo gray doubl bell clock
1194420,https://www.pexels.com/photo/selective-photograph-of-a-wall-with-grafitti-1194420/,https://images.pexels.com/photos/1194420/pexels-photo-1194420.jpeg?auto=compress&cs=tinysrgb&h=350,Toa Heftiba Şinca,art,selective photograph of a wall with grafitti 1194420,art Toa Heftiba Şinca selective photograph of a wall with grafitti 1194420,art toa heftiba şinca selective photograph of a wall with grafitti 1194420 https://images.pexels.com/photos/1194420/pexels-photo-1194420.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/selective-photograph-of-a-wall-with-grafitti-1194420/,,art toa heftiba şinca selective photograph of a wall with grafitti 1194420,art toa heftiba inca select photograph wall grafitti
1081685,https://www.pexels.com/photo/fashion-photography-of-woman-hands-on-chin-with-glitter-makeup-1081685/,https://images.pexels.com/photos/1081685/pexels-photo-1081685.jpeg?auto=compress&cs=tinysrgb&h=350,3Motional Studio,art,fashion photography of woman hands on chin with glitter makeup 1081685,art 3Motional Studio fashion photography of woman hands on chin with glitter makeup 1081685,art 3motional studio fashion photography of woman hands on chin with glitter makeup 1081685 https://images.pexels.com/photos/1081685/pexels-photo-1081685.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/fashion-photography-of-woman-hands-on-chin-with-glitter-makeup-1081685/,,art 3motional studio fashion photography of woman hands on chin with glitter makeup 1081685,art motion studio fashion photographi woman hand chin glitter makeup
354939,https://www.pexels.com/photo/assorted-paintings-on-green-wall-354939/,https://images.pexels.com/photos/354939/pexels-photo-354939.jpeg?auto=compress&cs=tinysrgb&h=350,隔壁光头老王 WangMing'Photo,art,assorted paintings on green wall 354939,art 隔壁光头老王 WangMing'Photo assorted paintings on green wall 354939,art 隔壁光头老王 wangming'photo assorted paintings on green wall 354939 https://images.pexels.com/photos/354939/pexels-photo-354939.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/assorted-paintings-on-green-wall-354939/,,art 隔壁光头老王 wangming'photo assorted paintings on green wall 354939,art wangmingphoto assort paint green wall
39348,https://www.pexels.com/photo/person-black-with-trumphet-39348/,https://images.pexels.com/photos/39348/musician-trumpet-metal-snowman-39348.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,art,person black with trumphet 39348,art Pixabay person black with trumphet 39348,art pixabay person black with trumphet 39348 https://images.pexels.com/photos/39348/musician-trumpet-metal-snowman-39348.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/person-black-with-trumphet-39348/,,art pixabay person black with trumphet 39348,art pixabay person black trumphet
1047540,https://www.pexels.com/photo/selective-focus-photography-of-paintbrush-near-paint-pallet-1047540/,https://images.pexels.com/photos/1047540/pexels-photo-1047540.jpeg?auto=compress&cs=tinysrgb&h=350,Steve Johnson,art,selective focus photography of paintbrush near paint pallet 1047540,art Steve Johnson selective focus photography of paintbrush near paint pallet 1047540,art steve johnson selective focus photography of paintbrush near paint pallet 1047540 https://images.pexels.com/photos/1047540/pexels-photo-1047540.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/selective-focus-photography-of-paintbrush-near-paint-pallet-1047540/,,art steve johnson selective focus photography of paintbrush near paint pallet 1047540,art steve johnson select focu photographi paintbrush near paint pallet
1690351,https://www.pexels.com/photo/abstract-painting-1690351/,https://images.pexels.com/photos/1690351/pexels-photo-1690351.jpeg?auto=compress&cs=tinysrgb&h=350,Steve Johnson,art,abstract painting 1690351,art Steve Johnson abstract painting 1690351,art steve johnson abstract painting 1690351 https://images.pexels.com/photos/1690351/pexels-photo-1690351.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/abstract-painting-1690351/,,art steve johnson abstract painting 1690351,art steve johnson abstract paint
164455,https://www.pexels.com/photo/yellow-and-brown-house-painting-164455/,https://images.pexels.com/photos/164455/pexels-photo-164455.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,art,yellow and brown house painting 164455,art Pixabay yellow and brown house painting 164455,art pixabay yellow and brown house painting 164455 https://images.pexels.com/photos/164455/pexels-photo-164455.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/yellow-and-brown-house-painting-164455/,,art pixabay yellow and brown house painting 164455,art pixabay yellow brown hous paint
2832382,https://www.pexels.com/photo/photo-of-multicolored-illustration-2832382/,https://images.pexels.com/photos/2832382/pexels-photo-2832382.jpeg?auto=compress&cs=tinysrgb&h=350,Anni Roenkae,art,photo of multicolored illustration 2832382,art Anni Roenkae photo of multicolored illustration 2832382,art anni roenkae photo of multicolored illustration 2832382 https://images.pexels.com/photos/2832382/pexels-photo-2832382.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/photo-of-multicolored-illustration-2832382/,,art anni roenkae photo of multicolored illustration 2832382,art anni roenka photo multicolor illustr
925743,https://www.pexels.com/photo/silhouette-of-grass-under-white-sky-925743/,https://images.pexels.com/photos/925743/pexels-photo-925743.jpeg?auto=compress&cs=tinysrgb&h=350,João  Jesus,art,silhouette of grass under white sky 925743,art João  Jesus silhouette of grass under white sky 925743,art joão  jesus silhouette of grass under white sky 925743 https://images.pexels.com/photos/925743/pexels-photo-925743.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/silhouette-of-grass-under-white-sky-925743/,,art joão  jesus silhouette of grass under white sky 925743,art joo jesu silhouett grass white sky
1477166,https://www.pexels.com/photo/photo-of-daisy-flowers-1477166/,https://images.pexels.com/photos/1477166/pexels-photo-1477166.jpeg?auto=compress&cs=tinysrgb&h=350,Chris G,art,photo of daisy flowers 1477166,art Chris G photo of daisy flowers 1477166,art chris g photo of daisy flowers 1477166 https://images.pexels.com/photos/1477166/pexels-photo-1477166.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/photo-of-daisy-flowers-1477166/,,art chris g photo of daisy flowers 1477166,art chri g photo daisi flower
1292241,https://www.pexels.com/photo/blue-white-and-orange-abstract-painting-1292241/,https://images.pexels.com/photos/1292241/pexels-photo-1292241.jpeg?auto=compress&cs=tinysrgb&h=350,Steve Johnson,art,blue white and orange abstract painting 1292241,art Steve Johnson blue white and orange abstract painting 1292241,art steve johnson blue white and orange abstract painting 1292241 https://images.pexels.com/photos/1292241/pexels-photo-1292241.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/blue-white-and-orange-abstract-painting-1292241/,,art steve johnson blue white and orange abstract painting 1292241,art steve johnson blue white orang abstract paint
804269,https://www.pexels.com/photo/white-and-blue-surface-illustration-804269/,https://images.pexels.com/photos/804269/pexels-photo-804269.jpeg?auto=compress&cs=tinysrgb&h=350,Sean Whang,art,white and blue surface illustration 804269,art Sean Whang white and blue surface illustration 804269,art sean whang white and blue surface illustration 804269 https://images.pexels.com/photos/804269/pexels-photo-804269.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/white-and-blue-surface-illustration-804269/,,art sean whang white and blue surface illustration 804269,art sean whang white blue surfac illustr
311458,https://www.pexels.com/photo/five-assorted-color-cacti-311458/,https://images.pexels.com/photos/311458/pexels-photo-311458.jpeg?auto=compress&cs=tinysrgb&h=350,Scott Webb,art,five assorted color cacti 311458,art Scott Webb five assorted color cacti 311458,art scott webb five assorted color cacti 311458 https://images.pexels.com/photos/311458/pexels-photo-311458.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/five-assorted-color-cacti-311458/,,art scott webb five assorted color cacti 311458,art scott webb five assort color cacti
1629236,https://www.pexels.com/photo/blue-and-red-galaxy-artwork-1629236/,https://images.pexels.com/photos/1629236/pexels-photo-1629236.jpeg?auto=compress&cs=tinysrgb&h=350,Suzy Hazelwood,art,blue and red galaxy artwork 1629236,art Suzy Hazelwood blue and red galaxy artwork 1629236,art suzy hazelwood blue and red galaxy artwork 1629236 https://images.pexels.com/photos/1629236/pexels-photo-1629236.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/blue-and-red-galaxy-artwork-1629236/,,art suzy hazelwood blue and red galaxy artwork 1629236,art suzi hazelwood blue red galaxi artwork
166277,https://www.pexels.com/photo/elephant-sculpture-166277/,https://images.pexels.com/photos/166277/pexels-photo-166277.jpeg?auto=compress&cs=tinysrgb&h=350,Suvan Chowdhury,art,elephant sculpture 166277,art Suvan Chowdhury elephant sculpture 166277,art suvan chowdhury elephant sculpture 166277 https://images.pexels.com/photos/166277/pexels-photo-166277.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/elephant-sculpture-166277/,,art suvan chowdhury elephant sculpture 166277,art suvan chowdhuri eleph sculptur
1084510,https://www.pexels.com/photo/two-green-leaves-1084510/,https://images.pexels.com/photos/1084510/pexels-photo-1084510.jpeg?auto=compress&cs=tinysrgb&h=350,Scott Webb,art,two green leaves 1084510,art Scott Webb two green leaves 1084510,art scott webb two green leaves 1084510 https://images.pexels.com/photos/1084510/pexels-photo-1084510.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/two-green-leaves-1084510/,,art scott webb two green leaves 1084510,art scott webb two green leav
1266808,https://www.pexels.com/photo/multicolored-abstract-painting-1266808/,https://images.pexels.com/photos/1266808/pexels-photo-1266808.jpeg?auto=compress&cs=tinysrgb&h=350,Steve Johnson,art,multicolored abstract painting 1266808,art Steve Johnson multicolored abstract painting 1266808,art steve johnson multicolored abstract painting 1266808 https://images.pexels.com/photos/1266808/pexels-photo-1266808.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/multicolored-abstract-painting-1266808/,,art steve johnson multicolored abstract painting 1266808,art steve johnson multicolor abstract paint
2086361,https://www.pexels.com/photo/teal-and-pink-cherry-print-garment-2086361/,https://images.pexels.com/photos/2086361/pexels-photo-2086361.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,art,teal and pink cherry print garment 2086361,art eberhard grossgasteiger teal and pink cherry print garment 2086361,art eberhard grossgasteiger teal and pink cherry print garment 2086361 https://images.pexels.com/photos/2086361/pexels-photo-2086361.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/teal-and-pink-cherry-print-garment-2086361/,,art eberhard grossgasteiger teal and pink cherry print garment 2086361,art eberhard grossgasteig teal pink cherri print garment
206064,https://www.pexels.com/photo/man-digital-illustration-206064/,https://images.pexels.com/photos/206064/pexels-photo-206064.jpeg?auto=compress&cs=tinysrgb&h=350,Francesco Ungaro,art,man digital illustration 206064,art Francesco Ungaro man digital illustration 206064,art francesco ungaro man digital illustration 206064 https://images.pexels.com/photos/206064/pexels-photo-206064.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/man-digital-illustration-206064/,,art francesco ungaro man digital illustration 206064,art francesco ungaro man digit illustr
626163,https://www.pexels.com/photo/person-s-hand-touching-wall-626163/,https://images.pexels.com/photos/626163/pexels-photo-626163.jpeg?auto=compress&cs=tinysrgb&h=350,Pedro Figueras,art,person s hand touching wall 626163,art Pedro Figueras person s hand touching wall 626163,art pedro figueras person s hand touching wall 626163 https://images.pexels.com/photos/626163/pexels-photo-626163.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/person-s-hand-touching-wall-626163/,,art pedro figueras person s hand touching wall 626163,art pedro figuera person hand touch wall
